AAPL R735QTJ8XC9X,AAPL,,Buy,karen firestone, josh brown
AAPL R735QTJ8XC9X,AAPL,,Buy,jim lebenthal
AAPL R735QTJ8XC9X,AAPL,,Hold,steve weiss
