AA WF7IHVI76I5H,AA,,Hold,guy adami
AA WF7IHVI76I5H,AA,,Buy,guy adami
AAPL R735QTJ8XC9X,AAPL,,Hold,steve grasso
AAPL R735QTJ8XC9X,AAPL,,Buy,steve grasso
ABBV VCY032R250MD,ABBV,sell,Hold,joe terranova
