AAPL R735QTJ8XC9X,AAPL,,Hold,steve grasso
AAPL R735QTJ8XC9X,AAPL,,Hold,jim lebenthal, pete najarian
ABBV VCY032R250MD,ABBV,,Hold,shannon saccocia
