AAPL R735QTJ8XC9X,AAPL,,Buy,jim cramer
AAPL R735QTJ8XC9X,AAPL,,Buy,jim lebenthal, karen firestone
ABBV VCY032R250MD,ABBV,,Buy,jim lebenthal
