AAPL R735QTJ8XC9X,AAPL,,Buy,kourtney gibson, rob sechan
AAPL R735QTJ8XC9X,AAPL,,Hold,joe terranova
ABBV VCY032R250MD,ABBV,,Hold,jim cramer
