AAPL R735QTJ8XC9X,AAPL,,Buy,shannon saccocia, degas wright, jon najarian
ABBV VCY032R250MD,ABBV,,Hold,joe terranova
ABBV VCY032R250MD,ABBV,,Buy,shannon saccocia, jon najarian
