AAPL R735QTJ8XC9X,AAPL,buy calls,Buy,bryn talkington
AAPL R735QTJ8XC9X,AAPL,,Hold,stephanie link
AAPL R735QTJ8XC9X,AAPL,,Buy,jim lebenthal
