20201207,,Hold,Brenda Vingiello
20201207,,Hold,Bryn Talkington
20210201,,Buy,Jim Cramer
20210224,,Buy,Jim Cramer
20210325,,Buy,Jim Cramer
20210726,,Hold,Brenda Vingiello
20210817,,Buy,Jim Cramer
20211012,,Buy,Jim Cramer
20220120,,Hold,Brenda Vingiello
20220204,,Hold,Jim Cramer
20220314,,Hold,Shannon Saccocia
20220317,,Hold,Jim Cramer
